dataset,method,model,calib_size,mean,q90,std,raw
pima,J+aB,PCA,400,0.062,0.215,0.104,"[0.01, 0, 0.18577, 0.08750000000000001, 0, 0, 0.21334, 0.015, 0, 0.15025, 0.01333, 0.11567, 0.05904, 0.015, 0, 0.01, 0.211, 0.01923, 0.00833, 0.08333, 0, 0.02666, 0, 0.005, 0.03227, 0, 0.025, 0, 0.02166, 0, 0.025, 0.08932, 0, 0, 0.01333, 0, 0, 0.006670000000000001, 0, 0.12166, 0.00333, 0.02833, 0.20285, 0.29412, 0.015, 0.01467, 0, 0.02, 0.18867, 0.41829, 0.00333, 0.14166, 0, 0.00666, 0.01321, 0.30267, 0.04267, 0.015, 0.00833, 0.005, 0, 0.254, 0.06833, 0.096, 0, 0.00333, 0.25061, 0.08225, 0.01, 0.015, 0.005, 0, 0, 0, 0, 0.01, 0.065, 0.02833, 0.2475, 0, 0.01381, 0.26334, 0.005, 0, 0.00333, 0.015, 0, 0.53733, 0, 0.01222, 0.3858, 0.01933, 0.22781, 0.15583, 0.125, 0, 0.01833, 0.01166, 0, 0.01]"
pima,J+aB,PCA,500,0.234,0.515,0.209,"[0.265, 0, 0, 0.53028, 0.04285, 0.02333, 0.325, 0.66366, 0.46958, 0.3425, 0.49267, 0.25333, 0.05904, 0, 0.08067, 0.01833, 0.295, 0.28332, 0.42333, 0.25741, 0, 0, 0, 0.255, 0.25, 0.20988, 0.26166, 0, 0.31166, 0.24666, 0.31166, 0.36566, 0, 0.51666, 0.31333, 0.01833, 0, 0, 0.006670000000000001, 0, 0.02333, 0.45033, 0.29833, 0.335, 0.78334, 0.43738, 0.35, 0, 0, 0.67433, 0.52683, 0, 0.33166, 0.02833, 0.01499, 0.015, 0.02333, 0.21834, 0.32333, 0.34, 0, 0.39833, 0.02667, 0.23666, 0.6009, 0.40101, 0.225, 0.03459, 0.55112, 0.325, 0, 0, 0.00333, 0.26, 0.24, 0.245, 0.45132, 0.32833, 0.495, 0, 0.00333, 0.61334, 0.01714, 0.39333, 0.5108, 0, 0.26833, 0.31833, 0, 0.28, 0.006, 0.63814, 0.515, 0, 0.475, 0.32833, 0, 0.32166, 0.4425, 0.35]"
pima,J+aB,PCA,600,0.226,0.508,0.21,"[0.265, 0.3375, 0, 0.53362, 0.72056, 0, 0, 0.46958, 0.325, 0.02333, 0.008, 0.05904, 0.29333, 0, 0.49267, 0.00333, 0.25333, 0.28691, 0.42333, 0.29332, 0.255, 0, 0.25166, 0, 0.20227, 0.26166, 0.265, 0, 0, 0.31166, 0.31166, 0.34194, 0, 0.51666, 0, 0.006670000000000001, 0.31333, 0, 0.01833, 0, 0.45284, 0.02333, 0.29833, 0.66111, 0.335, 0.35, 0, 0.47404, 0.65529, 0, 0.48166, 0.00333, 0, 0.02332, 0.45267, 0.325, 0.03, 0, 0.33834, 0.22834000000000002, 0.02667, 0.40333, 0, 0.60423, 0.24666, 0.391, 0.03459, 0.225, 0.5531200000000001, 0.325, 0, 0.245, 0, 0.00333, 0.25833, 0.24, 0.495, 0.02833, 0.30797, 0, 0.00333, 0.00333, 0.61334, 0.39333, 0.5072, 0.285, 0, 0, 0.00333, 0.28333, 0.02083, 0.6388, 0.32833, 0.475, 0.515, 0, 0.44417, 0.32166, 0, 0.351]"
pima,J+aB,PCA,700,0.224,0.522,0.212,"[0.68782, 0.26, 0, 0.56377, 0, 0.325, 0, 0.47458, 0.03333, 0.31083, 0.01833, 0.49267, 0.01333, 0, 0.03467, 0.26, 0.29332, 0.42333, 0.29333, 0.02404, 0, 0.255, 0, 0.25166, 0.0, 0, 0.25, 0.195, 0.31166, 0.25666, 0.30166, 0.008329999999999999, 0, 0, 0.52166, 0.30833, 0.30067, 0, 0, 0.006670000000000001, 0.45284, 0.335, 0.02833, 0.69296, 0.29833, 0, 0.34499, 0.01, 0.657, 0.57073, 0.48166, 0.02833, 0, 0.52183, 0.03421, 0.01999, 0.00833, 0.33834, 0.32333, 0.21834, 0.02667, 0.39833, 0, 0.5531200000000001, 0.5909, 0.24666, 0.07489, 0.38933, 0.225, 0.325, 0, 0.245, 0.00333, 0, 0.24, 0.02833, 0.25833, 0.23, 0.48875, 0, 0, 0.61334, 0.39333, 0.01333, 0, 0.51411, 0, 0.01333, 0.28, 0.27833, 0.01933, 0.6388, 0.46946, 0.515, 0.45042, 0.00333, 0.32333, 0.31166, 0, 0.39451]"
pima,J+aB,PCA,800,0.222,0.516,0.205,"[0.265, 0, 0.67435, 0.31083, 0.04206, 0.53028, 0.46525, 0.325, 0.27261, 0, 0.0759, 0, 0.00333, 0.02467, 0.42333, 0.49467, 0.00333, 0.3059, 0.29333, 0.29332, 0.255, 0, 0.06827, 0.25166, 0.25, 0.0, 0, 0, 0.26166, 0.31166, 0, 0.285, 0, 0, 0.30833, 0.52166, 0.30333, 0.008329999999999999, 0, 0.01167, 0.4495, 0.02333, 0.53078, 0.335, 0, 0.29833, 0, 0.657, 0.34499, 0.57073, 0.48166, 0.02333, 0, 0.01499, 0.02833, 0.42565, 0.32333, 0.02333, 0.34, 0.22834000000000002, 0.025, 0.39833, 0, 0.5959, 0.25333, 0.391, 0.07571, 0.225, 0.42061, 0.325, 0, 0.245, 0.00333, 0.08333, 0.00333, 0.24, 0.4984, 0.24333, 0, 0.3075, 0.61334, 0, 0, 0.39333, 0.52411, 0, 0.28, 0.00333, 0.27833, 0, 0.47006, 0.00833, 0.64047, 0.515, 0.32833, 0.31166, 0.44417, 0.00333, 0.34667, 0]"
pima,J+aB,PCA,900,0.227,0.522,0.21,"[0.26, 0, 0.3825, 0.325, 0.52194, 0.71985, 0, 0.0, 0.46525, 0.02333, 0.00333, 0.023799999999999998, 0.42214, 0.28332, 0, 0.01667, 0.29333, 0.52014, 0.00333, 0.25741, 0.0, 0.25, 0, 0.02428, 0.255, 0.1956, 0.24666, 0.26547, 0, 0.31166, 0.30333, 0.285, 0, 0.006670000000000001, 0.31333, 0, 0, 0, 0.52166, 0.008329999999999999, 0.44284, 0.02333, 0.335, 0, 0.53078, 0.65583, 0.33499, 0.01, 0.29833, 0.70623, 0.47916, 0.21833, 0.42249, 0.0365, 0.00666, 0.02333, 0, 0.33834, 0.21834, 0.32333, 0.02667, 0.39833, 0, 0.534, 0.391, 0.25333, 0.03459, 0.225, 0.55062, 0.325, 0.245, 0, 0.00333, 0.25833, 0.24, 0.08333, 0.00333, 0.48875, 0.45132, 0, 0.00333, 0.61334, 0.01714, 0.0, 0.28, 0, 0.01333, 0.39333, 0.5422, 0.27833, 0.01833, 0.46446, 0.64214, 0.515, 0.44417, 0.02, 0.32333, 0.31166, 0, 0.35]"
pima,J+aB,PCA,1000,0.228,0.523,0.212,"[0.26, 0, 0.53195, 0.325, 0.27333, 0.46958, 0, 0.3375, 0.6878, 0, 0.008, 0.00333, 0.29332, 0.02404, 0, 0.33678, 0.42547, 0.521, 0.29333, 0.00333, 0.18833, 0.255, 0.25, 0.0, 0.25166, 0, 0, 0, 0.26547, 0.31166, 0.30333, 0.008329999999999999, 0.285, 0, 0.31333, 0, 0.006670000000000001, 0, 0.52166, 0, 0.44284, 0.335, 0.02333, 0.29833, 0.60663, 0, 0.66209, 0, 0.34499, 0.70539, 0.48166, 0, 0.45433, 0.02166, 0.02833, 0.03521, 0.00666, 0.32333, 0.33834, 0.21834, 0.13667, 0, 0.60519, 0.39833, 0.26, 0.391, 0.01659, 0.54862, 0.225, 0.325, 0, 0.24, 0.01333, 0.00333, 0.24, 0.25833, 0.02833, 0.3075, 0.48875, 0.0, 0.01, 0.61334, 0.00714, 0.39333, 0.5412, 0, 0.0, 0.00333, 0.28, 0.27833, 0.46875, 0.01933, 0.6388, 0.32833, 0.515, 0.44542, 0, 0.31166, 0.02, 0.351]"
ionosphere,JaB,PCA,100,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,200,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,300,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,400,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,500,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,600,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,700,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,800,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ionosphere,JaB,PCA,900,0.0,0.0,0.0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
